               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  27,            0.047501,            0.017245,                   0,             0.36996,             0.47368,             0.41728,             0.17065,            0.040322,           0.0072477,                   0,            0.007426,            0.007426,            0.007426
                  28,             0.04661,            0.017743,                   0,             0.54337,             0.57895,             0.45151,             0.19847,            0.036749,           0.0072951,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.044398,            0.018158,                   0,             0.41452,                 0.5,             0.46188,             0.19158,            0.041063,            0.007194,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.038149,             0.01568,                   0,             0.44783,             0.53369,             0.48698,             0.22444,            0.034571,            0.007566,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.041704,            0.018363,                   0,             0.56575,             0.60526,             0.54298,              0.2643,             0.03551,           0.0069835,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.043699,            0.016863,                   0,             0.48691,             0.76316,             0.54474,             0.26833,            0.031261,           0.0068247,                   0,            0.006931,            0.006931,            0.006931
                  33,             0.04236,            0.017549,                   0,             0.73086,             0.71053,             0.79757,             0.36415,             0.02974,           0.0062726,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.038202,            0.015526,                   0,             0.84529,             0.73684,              0.8129,             0.37242,            0.033536,           0.0064807,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.042608,            0.015869,                   0,             0.84291,             0.65789,             0.75829,             0.40556,            0.030802,           0.0063286,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.035481,            0.014802,                   0,             0.76612,             0.68974,             0.75412,              0.3326,             0.03327,           0.0064547,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.039906,            0.015051,                   0,             0.70072,             0.60526,             0.73506,             0.35573,            0.029799,           0.0067353,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.039387,            0.013666,                   0,             0.78357,             0.66712,             0.75617,             0.35783,             0.03039,           0.0065224,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.038588,            0.015811,                   0,             0.77598,             0.65789,             0.77248,             0.36116,            0.030214,           0.0062563,                   0,            0.006238,            0.006238,            0.006238
                  40,             0.03683,            0.013718,                   0,             0.81149,             0.68421,             0.76494,             0.34299,            0.031495,           0.0060108,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.033972,            0.015226,                   0,             0.78805,             0.68493,             0.77289,             0.38866,            0.027635,           0.0061233,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.035186,            0.014991,                   0,             0.82362,             0.65789,             0.76294,             0.39044,             0.02903,           0.0063026,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.041012,            0.013426,                   0,             0.91459,             0.60526,             0.77898,             0.39606,            0.029221,           0.0064216,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.032107,            0.013676,                   0,              0.8631,             0.60526,             0.72155,              0.3755,            0.029724,           0.0063014,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.033354,            0.014402,                   0,             0.81889,             0.63158,             0.72928,             0.41437,              0.0284,           0.0065374,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.035902,            0.013368,                   0,             0.73955,             0.63158,             0.71629,              0.3341,            0.031689,           0.0065413,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.035608,            0.014963,                   0,             0.82129,             0.63158,             0.71468,             0.41919,              0.0279,           0.0063026,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.034324,            0.013911,                   0,             0.71712,             0.73389,             0.78524,              0.4293,            0.029005,             0.00616,                   0,            0.005347,            0.005347,            0.005347
                  49,             0.03016,            0.014316,                   0,             0.71036,             0.83908,             0.86722,             0.48257,            0.029674,           0.0058329,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.031664,            0.013708,                   0,             0.66266,             0.78947,             0.83437,             0.46041,            0.030271,           0.0057986,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.030251,            0.012931,                   0,             0.90082,             0.63158,             0.81101,             0.48241,            0.028253,           0.0058546,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.034831,            0.014986,                   0,             0.72504,             0.83286,             0.83586,             0.44193,            0.029025,           0.0059171,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.032043,            0.013199,                   0,             0.77682,             0.78947,             0.81946,             0.48594,            0.025773,           0.0059826,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.033435,            0.013358,                   0,             0.91031,             0.65789,             0.80915,             0.44669,            0.024939,           0.0061102,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.029375,            0.013859,                   0,             0.82253,             0.73191,             0.81312,             0.47871,            0.023469,           0.0060413,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.030825,            0.013151,                   0,             0.89982,             0.70914,             0.80744,             0.44236,            0.025055,           0.0061271,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.030413,            0.013127,                   0,             0.85508,             0.78947,             0.85109,             0.52817,            0.025584,           0.0061002,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.032139,            0.013231,                   0,             0.85951,             0.80514,             0.85705,             0.53984,            0.023843,           0.0061584,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.026245,            0.011413,                   0,             0.81095,             0.81579,              0.8568,             0.56892,             0.02354,           0.0060804,                   0,            0.004258,            0.004258,            0.004258
                  60,             0.02791,            0.012411,                   0,             0.79807,             0.81579,             0.86879,             0.53242,            0.026091,           0.0059664,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.028411,            0.011876,                   0,             0.85667,             0.78947,             0.89697,             0.57563,            0.022788,           0.0059912,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.030447,            0.011868,                   0,             0.91898,             0.76316,             0.86568,             0.53007,            0.023235,           0.0060356,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.029242,            0.012459,                   0,             0.92486,             0.76316,             0.86705,             0.49998,            0.023948,           0.0060935,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.031692,            0.012848,                   0,             0.90162,             0.71053,             0.84578,             0.49691,            0.024109,            0.006223,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.027952,            0.011815,                   0,             0.90313,             0.73605,             0.85326,              0.4956,             0.02515,           0.0062766,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.034959,            0.011521,                   0,             0.83348,             0.73684,             0.84963,             0.51815,            0.025659,           0.0061164,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.030593,             0.01216,                   0,               0.822,             0.85081,             0.89756,             0.53123,            0.025596,           0.0057673,                   0,            0.003466,            0.003466,            0.003466
                  68,             0.03086,            0.011687,                   0,             0.94451,             0.84211,             0.92823,             0.54259,             0.02604,           0.0056679,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.024188,            0.011136,                   0,              0.9151,             0.81579,             0.92888,             0.55155,            0.025959,           0.0056937,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.028737,             0.01222,                   0,             0.93955,             0.81816,             0.92269,             0.53075,            0.025873,           0.0057895,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.032159,            0.011272,                   0,             0.83551,             0.84211,             0.90321,             0.50915,            0.025592,           0.0060291,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.025367,            0.012302,                   0,             0.83455,             0.79659,             0.88955,             0.50311,             0.02629,           0.0061157,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.029192,            0.012215,                   0,             0.89905,             0.70327,             0.85197,             0.51825,            0.026187,           0.0062854,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.025463,             0.01079,                   0,             0.89181,             0.73684,             0.84075,             0.50418,            0.026995,           0.0063303,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.022511,            0.011129,                   0,              0.8813,             0.78172,             0.86615,             0.52675,            0.027348,           0.0062613,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.022966,            0.010498,                   0,             0.83407,             0.79377,             0.85722,              0.5214,            0.027664,           0.0061009,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.027473,            0.012782,                   0,             0.79025,             0.84211,             0.87498,             0.54785,            0.027171,           0.0058656,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.021047,            0.011133,                   0,             0.83565,             0.84211,             0.88988,             0.55561,            0.027419,           0.0058022,                   0,            0.002377,            0.002377,            0.002377
                  79,              0.0252,            0.011088,                   0,             0.84549,             0.86409,             0.89879,             0.57055,            0.026854,           0.0057597,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.022302,            0.011828,                   0,             0.81276,             0.86842,             0.89309,             0.55383,            0.027946,           0.0057549,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.026405,            0.010652,                   0,             0.86695,             0.85756,             0.89994,             0.56498,            0.027469,             0.00562,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.025964,            0.012468,                   0,             0.91166,             0.81477,             0.90421,             0.56665,            0.027199,           0.0056407,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.022229,            0.010083,                   0,             0.88812,             0.84211,             0.90838,             0.55755,            0.026856,           0.0056424,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.023434,            0.011039,                   0,             0.90464,             0.86842,             0.93013,             0.56047,            0.026343,           0.0057814,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.021364,            0.011108,                   0,             0.89404,             0.84211,             0.91939,             0.55867,            0.025655,           0.0057123,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.027617,            0.012311,                   0,             0.90014,             0.84211,             0.91577,              0.5531,            0.025588,           0.0056853,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.024881,            0.011176,                   0,             0.92815,             0.81579,             0.89738,             0.57956,            0.026898,           0.0055468,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.024853,            0.012016,                   0,             0.96873,             0.81529,             0.90092,             0.57114,             0.02688,            0.005465,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.021212,            0.010703,                   0,             0.96916,             0.82717,             0.90526,             0.59064,             0.02711,           0.0054796,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.024859,             0.01106,                   0,             0.88404,             0.84211,             0.90311,             0.59431,            0.026965,           0.0055447,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.022852,            0.010295,                   0,             0.91192,             0.86842,             0.92255,              0.5917,            0.027593,           0.0055783,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.020602,            0.010781,                   0,             0.91593,             0.86024,             0.92215,             0.59057,            0.027741,           0.0056086,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.026023,            0.011102,                   0,             0.88917,              0.8446,             0.92491,             0.59784,            0.027449,           0.0056584,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.020268,            0.011615,                   0,             0.93613,             0.84211,             0.92212,             0.58692,            0.027151,           0.0057306,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.021918,           0.0097838,                   0,             0.94284,              0.8682,             0.92166,              0.5975,            0.027289,           0.0057852,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.020542,            0.010436,                   0,             0.92607,             0.86842,             0.92592,             0.58811,            0.027153,           0.0057762,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.020768,            0.010765,                   0,             0.91566,             0.86842,             0.92444,             0.58999,            0.027202,           0.0058148,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.020416,           0.0098449,                   0,             0.92662,             0.86842,             0.92371,             0.58757,            0.027458,           0.0057929,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.020924,            0.011291,                   0,             0.92696,             0.86842,             0.92252,             0.59753,            0.027567,           0.0057976,                   0,            0.000298,            0.000298,            0.000298
